source,destination,distance_km,travel_time_minutes,alt_distance_km,alt_travel_time_minutes,time_of_day,stop1,stop1_traffic,stop1_alt_route,stop1_weather,stop1_road_condition,stop1_passenger_demand_in,stop1_passenger_demand_out,stop2,stop2_traffic,stop2_alt_route,stop2_weather,stop2_road_condition,stop2_passenger_demand_in,stop2_passenger_demand_out,stop3,stop3_traffic,stop3_alt_route,stop3_weather,stop3_road_condition,stop3_passenger_demand_in,stop3_passenger_demand_out,stop4,stop4_traffic,stop4_alt_route,stop4_weather,stop4_road_condition,stop4_passenger_demand_in,stop4_passenger_demand_out,stop5,stop5_traffic,stop5_alt_route,stop5_weather,stop5_road_condition,stop5_passenger_demand_in,stop5_passenger_demand_out,stop6,stop6_traffic,stop6_alt_route,stop6_weather,stop6_road_condition,stop6_passenger_demand_in,stop6_passenger_demand_out,stop7,stop7_traffic,stop7_alt_route,stop7_weather,stop7_road_condition,stop7_passenger_demand_in,stop7_passenger_demand_out,stop8,stop8_traffic,stop8_alt_route,stop8_weather,stop8_road_condition,stop8_passenger_demand_in,stop8_passenger_demand_out,stop9,stop9_traffic,stop9_alt_route,stop9_weather,stop9_road_condition,stop9_passenger_demand_in,stop9_passenger_demand_out,stop10,stop10_traffic,stop10_alt_route,stop10_weather,stop10_road_condition,stop10_passenger_demand_in,stop10_passenger_demand_out,stop11,stop11_traffic,stop11_alt_route,stop11_weather,stop11_road_condition,stop11_passenger_demand_in,stop11_passenger_demand_out,stop12,stop12_traffic,stop12_alt_route,stop12_weather,stop12_road_condition,stop12_passenger_demand_in,stop12_passenger_demand_out
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.40677904654934,87,33.24844859623135,87,01:24,Jaitpur Crossing,Low,True,Clear,Good,43,41,Lal Kuan,High,True,Cloudy,Good,7,30,Okhla Phase 1,High,False,Rainy,Moderate,40,9,Govind Puri Metro Station,Moderate,False,Rainy,Good,20,40,Nehru Place Terminal,Low,True,Cloudy,Poor,12,50,Panchsheel Enclave,Moderate,False,Clear,Moderate,18,4,IIT Gate,Low,False,Cloudy,Moderate,31,34,Munirka DDA Flats,Moderate,True,Clear,Good,23,39,Vasant Vihar,Moderate,True,Rainy,Good,1,12,Palam Airport / IGI Airport T111,Low,True,Cloudy,Poor,43,0,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Cloudy,Good,10,44,Dwarka Sec-6 Telephone Exchange,High,False,Rainy,Good,0,18
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.98385600196007,79,27.89332149172891,79,10:18,Jaitpur Crossing,High,False,Foggy,Moderate,49,6,Lal Kuan,Low,False,Foggy,Poor,47,37,Okhla Phase 1,Moderate,False,Foggy,Moderate,3,19,Govind Puri Metro Station,High,False,Foggy,Poor,7,5,Nehru Place Terminal,High,False,Foggy,Poor,5,23,Panchsheel Enclave,Moderate,False,Cloudy,Good,0,48,IIT Gate,Moderate,True,Cloudy,Moderate,43,46,Munirka DDA Flats,High,True,Rainy,Moderate,25,10,Vasant Vihar,Moderate,True,Cloudy,Moderate,17,37,Palam Airport / IGI Airport T111,High,True,Foggy,Good,32,40,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Poor,31,29,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Moderate,50,47
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.947651996428693,82,26.11595019651893,63,19:38,Jaitpur Crossing,Low,False,Clear,Good,28,34,Lal Kuan,Moderate,False,Clear,Poor,5,27,Okhla Phase 1,Low,True,Clear,Moderate,25,44,Govind Puri Metro Station,Moderate,True,Clear,Good,31,46,Nehru Place Terminal,Moderate,True,Foggy,Poor,28,4,Panchsheel Enclave,Low,True,Cloudy,Poor,10,0,IIT Gate,Low,False,Clear,Moderate,23,6,Munirka DDA Flats,Moderate,False,Rainy,Good,25,36,Vasant Vihar,Low,True,Clear,Good,3,21,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Moderate,11,36,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Good,4,50,Dwarka Sec-6 Telephone Exchange,Moderate,True,Rainy,Poor,11,48
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.78100722950464,82,27.73817598017006,82,16:13,Jaitpur Crossing,Moderate,True,Cloudy,Poor,38,36,Lal Kuan,Low,False,Foggy,Good,49,1,Okhla Phase 1,High,True,Foggy,Moderate,31,25,Govind Puri Metro Station,Low,False,Clear,Poor,1,5,Nehru Place Terminal,Low,False,Foggy,Good,6,26,Panchsheel Enclave,High,False,Rainy,Moderate,19,46,IIT Gate,Low,True,Foggy,Good,28,41,Munirka DDA Flats,Low,False,Foggy,Moderate,13,22,Vasant Vihar,Low,False,Rainy,Moderate,4,35,Palam Airport / IGI Airport T111,Low,False,Clear,Moderate,2,4,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Poor,11,44,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Moderate,15,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.10528609043442,55,28.17011007879979,50,23:26,Jaitpur Crossing,Low,False,Clear,Poor,44,20,Lal Kuan,High,False,Clear,Good,26,28,Okhla Phase 1,Moderate,False,Rainy,Good,6,10,Govind Puri Metro Station,Moderate,False,Cloudy,Good,3,12,Nehru Place Terminal,High,False,Foggy,Moderate,29,32,Panchsheel Enclave,Low,True,Rainy,Good,10,19,IIT Gate,High,False,Cloudy,Moderate,48,43,Munirka DDA Flats,High,True,Clear,Moderate,47,13,Vasant Vihar,Moderate,False,Clear,Moderate,37,39,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,23,22,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Cloudy,Good,17,39,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Good,43,39
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.839670542562576,82,28.52394079215918,74,05:19,Jaitpur Crossing,Moderate,True,Cloudy,Poor,49,3,Lal Kuan,Low,False,Foggy,Moderate,13,1,Okhla Phase 1,High,False,Cloudy,Moderate,23,25,Govind Puri Metro Station,High,True,Foggy,Poor,23,30,Nehru Place Terminal,High,False,Foggy,Poor,9,48,Panchsheel Enclave,High,False,Foggy,Poor,27,7,IIT Gate,High,True,Clear,Poor,24,9,Munirka DDA Flats,Low,True,Foggy,Good,20,41,Vasant Vihar,Low,False,Cloudy,Good,15,41,Palam Airport / IGI Airport T111,High,True,Clear,Moderate,44,29,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Rainy,Poor,29,47,Dwarka Sec-6 Telephone Exchange,Low,False,Rainy,Good,17,46
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.83915678831066,86,27.7484859785418,56,07:38,Jaitpur Crossing,Moderate,True,Foggy,Good,2,50,Lal Kuan,Low,True,Rainy,Good,24,14,Okhla Phase 1,Moderate,False,Cloudy,Poor,22,41,Govind Puri Metro Station,Low,False,Cloudy,Poor,49,27,Nehru Place Terminal,Low,False,Clear,Good,13,42,Panchsheel Enclave,High,False,Foggy,Poor,18,2,IIT Gate,Low,True,Clear,Poor,12,10,Munirka DDA Flats,Low,False,Cloudy,Moderate,8,33,Vasant Vihar,Moderate,True,Rainy,Good,24,23,Palam Airport / IGI Airport T111,High,True,Clear,Poor,39,47,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Foggy,Moderate,21,41,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Moderate,42,7
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.53967255188023,51,28.56981034043288,54,03:18,Jaitpur Crossing,High,True,Clear,Good,43,3,Lal Kuan,Low,False,Rainy,Moderate,34,0,Okhla Phase 1,Low,True,Foggy,Poor,43,40,Govind Puri Metro Station,High,False,Rainy,Moderate,30,13,Nehru Place Terminal,Low,True,Foggy,Poor,4,8,Panchsheel Enclave,High,False,Clear,Moderate,43,44,IIT Gate,Moderate,False,Rainy,Good,43,27,Munirka DDA Flats,Moderate,True,Clear,Good,47,48,Vasant Vihar,Low,True,Rainy,Poor,50,24,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Good,35,7,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Poor,8,25,Dwarka Sec-6 Telephone Exchange,Moderate,True,Foggy,Moderate,46,9
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.95763936564461,73,31.902004876300236,62,01:49,Jaitpur Crossing,High,True,Foggy,Moderate,46,11,Lal Kuan,Low,True,Rainy,Moderate,34,15,Okhla Phase 1,Moderate,True,Rainy,Good,15,47,Govind Puri Metro Station,Moderate,False,Foggy,Poor,23,13,Nehru Place Terminal,Low,True,Rainy,Moderate,18,39,Panchsheel Enclave,Moderate,False,Rainy,Poor,48,36,IIT Gate,High,True,Rainy,Poor,47,38,Munirka DDA Flats,High,True,Cloudy,Good,17,3,Vasant Vihar,Moderate,False,Clear,Good,40,11,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,14,41,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Clear,Poor,20,24,Dwarka Sec-6 Telephone Exchange,Moderate,False,Rainy,Moderate,14,38
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.07485358770426,78,28.843964482110202,54,17:40,Jaitpur Crossing,High,True,Cloudy,Poor,34,14,Lal Kuan,Moderate,True,Clear,Moderate,5,44,Okhla Phase 1,High,False,Foggy,Good,13,27,Govind Puri Metro Station,Low,False,Rainy,Moderate,24,29,Nehru Place Terminal,Low,False,Cloudy,Moderate,15,5,Panchsheel Enclave,Moderate,False,Foggy,Poor,43,34,IIT Gate,High,False,Foggy,Poor,37,16,Munirka DDA Flats,Low,True,Clear,Good,21,0,Vasant Vihar,Low,False,Cloudy,Poor,4,28,Palam Airport / IGI Airport T111,Moderate,False,Clear,Poor,13,30,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Poor,3,8,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Moderate,18,10
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.553210085977483,72,25.25701053645469,54,12:50,Jaitpur Crossing,Moderate,False,Rainy,Moderate,26,26,Lal Kuan,Moderate,False,Cloudy,Moderate,39,13,Okhla Phase 1,Low,True,Foggy,Poor,25,25,Govind Puri Metro Station,High,True,Foggy,Poor,18,36,Nehru Place Terminal,Low,False,Clear,Good,37,10,Panchsheel Enclave,High,True,Cloudy,Good,26,15,IIT Gate,Moderate,True,Foggy,Moderate,49,0,Munirka DDA Flats,Low,False,Rainy,Moderate,48,25,Vasant Vihar,Moderate,True,Cloudy,Good,7,40,Palam Airport / IGI Airport T111,Low,True,Clear,Good,8,18,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Poor,9,32,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Good,27,34
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.849039610581634,83,26.98768043378075,61,20:22,Jaitpur Crossing,High,False,Rainy,Moderate,15,42,Lal Kuan,Moderate,False,Cloudy,Good,45,14,Okhla Phase 1,Low,False,Rainy,Poor,47,1,Govind Puri Metro Station,Low,True,Rainy,Poor,10,45,Nehru Place Terminal,High,False,Foggy,Poor,42,1,Panchsheel Enclave,Moderate,False,Clear,Good,37,13,IIT Gate,Low,False,Cloudy,Moderate,37,33,Munirka DDA Flats,High,False,Clear,Poor,14,29,Vasant Vihar,Moderate,False,Cloudy,Good,25,13,Palam Airport / IGI Airport T111,High,True,Clear,Moderate,23,13,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Good,50,31,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Poor,17,4
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.06929876270695,78,33.802861632959605,53,04:55,Jaitpur Crossing,Moderate,True,Foggy,Good,48,34,Lal Kuan,Moderate,False,Rainy,Poor,11,43,Okhla Phase 1,Moderate,False,Clear,Good,27,35,Govind Puri Metro Station,Moderate,False,Foggy,Moderate,21,16,Nehru Place Terminal,High,True,Clear,Moderate,39,25,Panchsheel Enclave,Moderate,False,Foggy,Moderate,10,22,IIT Gate,High,False,Clear,Good,47,9,Munirka DDA Flats,High,True,Cloudy,Moderate,9,15,Vasant Vihar,High,False,Cloudy,Good,24,38,Palam Airport / IGI Airport T111,Moderate,True,Cloudy,Moderate,11,7,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Rainy,Good,50,24,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Good,25,27
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.35620446355946,51,26.09414526971756,62,09:19,Jaitpur Crossing,Low,False,Cloudy,Moderate,20,25,Lal Kuan,High,False,Foggy,Poor,43,22,Okhla Phase 1,Moderate,True,Cloudy,Moderate,21,16,Govind Puri Metro Station,High,True,Foggy,Good,27,14,Nehru Place Terminal,Low,True,Rainy,Good,15,11,Panchsheel Enclave,High,True,Clear,Good,1,44,IIT Gate,Moderate,True,Foggy,Poor,23,28,Munirka DDA Flats,Low,True,Foggy,Good,0,46,Vasant Vihar,High,True,Cloudy,Good,0,43,Palam Airport / IGI Airport T111,High,False,Cloudy,Poor,16,5,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Good,39,32,Dwarka Sec-6 Telephone Exchange,High,False,Foggy,Good,34,36
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.3493313580517,73,29.2746307742888,51,23:35,Jaitpur Crossing,Moderate,True,Clear,Moderate,45,16,Lal Kuan,Low,True,Cloudy,Poor,11,23,Okhla Phase 1,High,True,Cloudy,Moderate,43,27,Govind Puri Metro Station,High,False,Cloudy,Good,21,9,Nehru Place Terminal,High,True,Foggy,Good,12,6,Panchsheel Enclave,Moderate,False,Rainy,Good,10,34,IIT Gate,High,False,Rainy,Good,32,40,Munirka DDA Flats,Moderate,True,Clear,Good,1,36,Vasant Vihar,Low,True,Clear,Poor,11,40,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Good,16,6,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Good,35,31,Dwarka Sec-6 Telephone Exchange,High,False,Foggy,Moderate,45,46
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.05473908081682,70,25.03622116639367,54,04:53,Jaitpur Crossing,Moderate,True,Clear,Moderate,35,16,Lal Kuan,Low,False,Foggy,Moderate,3,35,Okhla Phase 1,Low,True,Foggy,Good,21,29,Govind Puri Metro Station,Low,False,Foggy,Good,16,41,Nehru Place Terminal,High,True,Rainy,Good,23,17,Panchsheel Enclave,High,True,Rainy,Moderate,49,33,IIT Gate,Low,True,Clear,Moderate,24,20,Munirka DDA Flats,Moderate,True,Rainy,Moderate,24,3,Vasant Vihar,Low,True,Foggy,Moderate,35,15,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Moderate,36,3,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Poor,38,9,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Moderate,13,27
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.360123400619564,82,32.91582651691222,56,10:47,Jaitpur Crossing,High,False,Rainy,Good,23,24,Lal Kuan,Moderate,True,Foggy,Moderate,14,2,Okhla Phase 1,Moderate,False,Cloudy,Good,47,17,Govind Puri Metro Station,Moderate,False,Cloudy,Good,2,12,Nehru Place Terminal,Low,True,Foggy,Moderate,13,36,Panchsheel Enclave,Low,False,Foggy,Poor,23,41,IIT Gate,High,False,Rainy,Poor,35,48,Munirka DDA Flats,Low,False,Cloudy,Poor,11,34,Vasant Vihar,Low,True,Clear,Poor,5,1,Palam Airport / IGI Airport T111,High,True,Foggy,Good,12,41,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Poor,6,39,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Good,32,0
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.06960675709029,66,28.270547133845106,90,15:51,Jaitpur Crossing,Moderate,True,Clear,Good,40,28,Lal Kuan,Low,True,Foggy,Good,7,48,Okhla Phase 1,High,True,Cloudy,Poor,18,26,Govind Puri Metro Station,High,False,Foggy,Good,1,11,Nehru Place Terminal,Moderate,False,Foggy,Poor,7,10,Panchsheel Enclave,High,False,Rainy,Poor,23,46,IIT Gate,Low,False,Cloudy,Poor,25,12,Munirka DDA Flats,Low,False,Cloudy,Poor,6,10,Vasant Vihar,High,True,Cloudy,Moderate,16,40,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,37,18,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Poor,3,3,Dwarka Sec-6 Telephone Exchange,Low,False,Rainy,Poor,50,36
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.083902095301855,51,25.017021958092148,77,14:10,Jaitpur Crossing,Moderate,True,Cloudy,Poor,28,12,Lal Kuan,High,False,Cloudy,Moderate,39,41,Okhla Phase 1,Low,True,Rainy,Poor,6,18,Govind Puri Metro Station,High,True,Cloudy,Poor,1,26,Nehru Place Terminal,Low,False,Rainy,Poor,22,43,Panchsheel Enclave,Moderate,True,Clear,Good,49,18,IIT Gate,Low,False,Cloudy,Poor,31,30,Munirka DDA Flats,Moderate,True,Rainy,Moderate,23,17,Vasant Vihar,Low,True,Cloudy,Poor,41,16,Palam Airport / IGI Airport T111,High,False,Clear,Good,2,37,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Good,28,48,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Moderate,37,20
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.81356406822425,63,28.547185000255105,60,16:52,Jaitpur Crossing,Moderate,False,Cloudy,Moderate,2,7,Lal Kuan,High,True,Foggy,Good,2,6,Okhla Phase 1,Low,False,Foggy,Poor,9,44,Govind Puri Metro Station,High,True,Foggy,Moderate,44,1,Nehru Place Terminal,High,False,Cloudy,Good,31,14,Panchsheel Enclave,Moderate,True,Foggy,Good,42,4,IIT Gate,Low,True,Cloudy,Good,41,13,Munirka DDA Flats,High,True,Clear,Poor,31,25,Vasant Vihar,Low,True,Foggy,Poor,28,10,Palam Airport / IGI Airport T111,Low,True,Cloudy,Good,15,38,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Good,18,4,Dwarka Sec-6 Telephone Exchange,Low,True,Rainy,Poor,43,40
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.558258935952587,72,28.6495613416831,88,13:07,Jaitpur Crossing,Moderate,True,Cloudy,Poor,15,5,Lal Kuan,Moderate,True,Cloudy,Moderate,13,36,Okhla Phase 1,High,False,Rainy,Good,14,24,Govind Puri Metro Station,High,True,Cloudy,Moderate,34,43,Nehru Place Terminal,Low,False,Rainy,Poor,31,46,Panchsheel Enclave,Moderate,True,Rainy,Poor,8,4,IIT Gate,Low,False,Cloudy,Poor,4,1,Munirka DDA Flats,High,False,Clear,Good,5,37,Vasant Vihar,Moderate,False,Cloudy,Moderate,0,24,Palam Airport / IGI Airport T111,Low,False,Foggy,Poor,36,21,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Good,24,36,Dwarka Sec-6 Telephone Exchange,Low,True,Clear,Moderate,43,31
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.52603253035835,52,25.55649669915141,68,12:32,Jaitpur Crossing,Low,False,Clear,Good,45,50,Lal Kuan,High,True,Clear,Good,15,49,Okhla Phase 1,Low,True,Clear,Moderate,49,26,Govind Puri Metro Station,Low,True,Cloudy,Poor,30,36,Nehru Place Terminal,High,True,Clear,Good,14,38,Panchsheel Enclave,Moderate,False,Clear,Moderate,22,1,IIT Gate,High,True,Rainy,Moderate,37,22,Munirka DDA Flats,High,False,Rainy,Good,44,11,Vasant Vihar,Low,True,Clear,Good,47,32,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,25,48,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Foggy,Moderate,10,11,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Poor,48,27
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.120617581476694,58,31.718057872524117,74,04:42,Jaitpur Crossing,High,False,Clear,Moderate,10,7,Lal Kuan,Moderate,True,Clear,Good,46,36,Okhla Phase 1,High,False,Foggy,Moderate,44,2,Govind Puri Metro Station,Low,True,Clear,Good,45,38,Nehru Place Terminal,High,True,Rainy,Poor,41,34,Panchsheel Enclave,High,False,Rainy,Good,8,16,IIT Gate,High,False,Foggy,Moderate,44,0,Munirka DDA Flats,High,False,Foggy,Good,22,41,Vasant Vihar,Moderate,False,Cloudy,Good,12,24,Palam Airport / IGI Airport T111,High,True,Clear,Good,46,43,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Moderate,9,0,Dwarka Sec-6 Telephone Exchange,High,False,Foggy,Good,35,10
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.95106310065218,82,29.59394377956517,75,05:23,Jaitpur Crossing,Low,True,Clear,Moderate,25,24,Lal Kuan,Moderate,False,Cloudy,Good,0,39,Okhla Phase 1,High,True,Foggy,Good,30,32,Govind Puri Metro Station,High,True,Rainy,Moderate,40,36,Nehru Place Terminal,Moderate,False,Rainy,Poor,0,48,Panchsheel Enclave,High,False,Rainy,Moderate,9,31,IIT Gate,Moderate,True,Foggy,Good,16,39,Munirka DDA Flats,Low,True,Foggy,Poor,31,43,Vasant Vihar,High,True,Rainy,Good,25,36,Palam Airport / IGI Airport T111,Moderate,True,Clear,Good,8,40,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Moderate,37,1,Dwarka Sec-6 Telephone Exchange,Moderate,False,Foggy,Poor,0,3
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.102981199243985,86,28.051589614790885,58,16:21,Jaitpur Crossing,Low,True,Clear,Good,37,38,Lal Kuan,High,True,Foggy,Moderate,5,2,Okhla Phase 1,Low,True,Cloudy,Good,18,16,Govind Puri Metro Station,High,True,Clear,Poor,31,13,Nehru Place Terminal,Moderate,False,Rainy,Good,34,13,Panchsheel Enclave,Moderate,False,Cloudy,Good,25,33,IIT Gate,High,False,Foggy,Moderate,49,10,Munirka DDA Flats,Moderate,True,Foggy,Poor,31,15,Vasant Vihar,High,False,Foggy,Poor,49,47,Palam Airport / IGI Airport T111,Moderate,True,Rainy,Good,43,37,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Moderate,38,50,Dwarka Sec-6 Telephone Exchange,High,True,Clear,Good,46,11
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.915956308793767,84,34.9752053919562,78,10:26,Jaitpur Crossing,Moderate,False,Foggy,Good,18,24,Lal Kuan,Moderate,True,Rainy,Poor,19,33,Okhla Phase 1,High,True,Foggy,Moderate,22,32,Govind Puri Metro Station,Moderate,True,Clear,Good,11,21,Nehru Place Terminal,Low,True,Foggy,Poor,3,25,Panchsheel Enclave,High,False,Clear,Moderate,43,34,IIT Gate,High,True,Clear,Poor,2,13,Munirka DDA Flats,High,True,Clear,Poor,30,6,Vasant Vihar,High,True,Foggy,Good,37,21,Palam Airport / IGI Airport T111,Low,False,Clear,Good,49,25,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Poor,3,2,Dwarka Sec-6 Telephone Exchange,Low,False,Foggy,Poor,18,9
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.45052841803061,51,28.558656276123934,72,23:48,Jaitpur Crossing,Moderate,True,Rainy,Moderate,31,7,Lal Kuan,Moderate,True,Rainy,Moderate,12,49,Okhla Phase 1,Moderate,False,Foggy,Moderate,27,5,Govind Puri Metro Station,High,True,Clear,Poor,16,27,Nehru Place Terminal,Low,False,Clear,Moderate,42,41,Panchsheel Enclave,High,False,Cloudy,Poor,32,20,IIT Gate,Moderate,True,Clear,Moderate,10,50,Munirka DDA Flats,High,True,Cloudy,Poor,8,49,Vasant Vihar,High,True,Cloudy,Good,36,29,Palam Airport / IGI Airport T111,Low,True,Rainy,Moderate,12,48,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Foggy,Moderate,50,26,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Poor,3,19
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.49006406856067,66,31.44049651559492,52,20:48,Jaitpur Crossing,Low,False,Clear,Moderate,28,23,Lal Kuan,Low,True,Cloudy,Good,8,22,Okhla Phase 1,Low,False,Cloudy,Poor,34,35,Govind Puri Metro Station,Low,False,Clear,Moderate,46,25,Nehru Place Terminal,High,True,Foggy,Good,30,20,Panchsheel Enclave,High,True,Clear,Good,2,47,IIT Gate,High,True,Cloudy,Good,16,4,Munirka DDA Flats,Moderate,True,Clear,Moderate,41,6,Vasant Vihar,High,True,Clear,Good,7,5,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Moderate,31,4,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Foggy,Good,8,11,Dwarka Sec-6 Telephone Exchange,Moderate,True,Foggy,Poor,17,14
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.949738711564194,80,32.96394809393007,71,16:25,Jaitpur Crossing,Low,False,Clear,Good,10,43,Lal Kuan,Low,True,Clear,Good,10,36,Okhla Phase 1,Moderate,True,Rainy,Poor,43,20,Govind Puri Metro Station,Moderate,True,Cloudy,Good,32,48,Nehru Place Terminal,Low,True,Clear,Poor,41,12,Panchsheel Enclave,Moderate,False,Cloudy,Moderate,44,43,IIT Gate,Moderate,False,Clear,Good,7,25,Munirka DDA Flats,High,True,Foggy,Poor,0,8,Vasant Vihar,Moderate,False,Clear,Moderate,35,25,Palam Airport / IGI Airport T111,High,True,Foggy,Good,5,13,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Moderate,15,13,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Good,21,43
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.643748894885345,87,30.6308057574736,57,21:45,Jaitpur Crossing,Moderate,False,Cloudy,Poor,32,17,Lal Kuan,High,False,Clear,Poor,3,39,Okhla Phase 1,Moderate,False,Rainy,Good,17,1,Govind Puri Metro Station,Low,False,Foggy,Moderate,40,36,Nehru Place Terminal,Low,True,Clear,Poor,49,43,Panchsheel Enclave,High,False,Rainy,Moderate,17,47,IIT Gate,High,True,Foggy,Poor,6,2,Munirka DDA Flats,High,True,Rainy,Poor,24,46,Vasant Vihar,Moderate,False,Rainy,Moderate,11,43,Palam Airport / IGI Airport T111,High,False,Clear,Moderate,37,28,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Foggy,Good,20,41,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Poor,40,48
